comments,labels
"দুঃখিত! আপনার মূল ইন্টারনেট ব্যালেন্স শেষ হয়ে যাওয়ার পর আপনি যদি ইন্টারনেট ব্রাউজিং করেন, সেক্ষেত্রে Pay As You Go নিয়ম অনুযায়ী নির্দিষ্ট লিমিট পর্যন্ত টাকা চার্জ করা হবে। এখন *১২১*১*২# কোড ডায়াল করে আপনি পে-এজ-ইউ-গো অপশন বন্ধ করে নিতে পারবেন।",CNI
কারেন্ট এর সাথে নেটওয়ার্ক ও লোডশেডিং মারে,CNI
কোনটি বেভহার করব এইরকম নেটওয়ারক নাই,CNI
ফালতু 4G নেটওয়ার্ক! 2G ই তো কাজ করে না।,CNI
"আপনাদের যে নেটের অবস্থা কি বলবো ,",CNI
"মিনিট + ইন্টারনেট,ফুল স্পিড , ৮ বছর ধরে বাংলালিংক ব্যবহার করি, ওকে",CNI
গতরাত হতে আপনাদের banglalink সিমের মধ্যে কোন নেটওয়ার্ক আসছে না,CNI
আমার সিমটি বর্তমানে নেটওয়ার্ক এর অভাবে বন্ধ করে রাখেছি।,CNI
তবে আমাদের এদিকে নেটওয়ার্ক ভালো পাওয়া যায়,CNI
আমার নেটওয়ার্ক কভারেজ সমস্যা।,CNI
গ্রামে তো আপনাদের সিমে নেটওয়ার্ক ই পাইনা। আমি নিছিলাম কিন্তু নেটওয়ার্কের কারনে চালাইতে পারিনি,CNI
নেটওয়ার্ক পাওয়া যায় না।,CNI
"নেটওয়ার্ক স্পীড অনেক ভালো, কিন্তু mbরেট বেশি।",CNI
দাম এর সাথে নেট স্পিড এর কোন মিল নাই।,CNI
"এতো fast network আমাদের এলাকায় emergency লেখা ছাড়ে না, আর ইন্টারনেট ব্যবহার করা তো দূরের কথা।",CNI
"নেটওয়ার্ক ঐই,, পায় না,, আর, ঘড়ে ডুকলে তো, মাশাআল্লাহ",CNI
আমাদের এদিকে চলে না নেট নাই,CNI
সবথেকে দুঃখজনক হলো আমার বাসায় বাংলালিংক বিন্দুমাত্র নেটওয়ার্ক থাকে না।,CNI
আপনারা ইন্টারনেটের যেই দাম দিছেন,CNI
নেটওয়ার্ক অনেক সমেস্যা করে,CNI
আগে ভালো ছিলো কিন্তু প্যাকেজ এর দাম বড়ায় সবাই বাংলালিংক বাদ দিতে শুরু করছে।,MFS
Best Fried টাওয়ার নাই মিয়া এই কানে ৩ মাইল দূরে আছে একটা একটু একটু নেট থাকে,CNI
Banglalink Digital আমার বাড়িতে এক দমমি পায়না নেট সব ছিমে নেট পায় শুধু বাংলালিংছারা,CNI
দুঃখিত! ১ সেকেন্ড পালস-এ বর্তমানে আমাদের কোনো কলরেট অফার নেই। … See more,DP
নেটওয়া টাউয়ার নাই আমাদের এলাকার,CNI
অনেক ভালো নেটওয়ার্ক কিন্তু মাঝে মাঝে সিম থাকে না,CNI
বাংলালিংক নেটওয়ার্ক খুব ভালো,CNI
দুটোই তো ব্যবহার করতে চাই কিন্তু নেটের তো সমস্যা ঠিকভাবে ব্যবহার করতে পারিনা। নেটের গতি বাড়াইতে হবে,CNI
