comments,labels
"১৮টাকা রিচার্জ দিতে চাচ্ছি দোকান থেকে, হচ্ছেনা কেন?",PR
রবি রিচার্জের কল রেটের লিস্ট দেন,PR
robi sop er number ta din,PR
Kinete partechi na somossa ta ki,CNI
আপনি যদি সবচেয়ে কম রেটে কথা বলতে চান তাহলে ৪৭ টাকা রিচার্জ ক… See more,PR
রবি বন্ধ সিমের কি অফার আছে,DP
আমার মোবাইল এ কি অফার আছে কিভাবে জানবো আমার মোবাইল এ মেসেজ অফার গুলো দিবেন,DP
Ami new user robi sim ar all service code bolen...,PR
১০ জিবি ৩০০ মিনিট … See more,DP
গত কয়েকদিন ধরে আমার রবি নাম্বার এ কল ড্রপ করছে।,AV
01832603642 ai number a kaz kortese na aktu help koren plx,PR
কাস্টমার কেয়ারের সাথে সরাসরি কথা বলবো কিভাবে?,DP
"সোশ্যাল প্যাক দিয়ে আপনি ফেসবুক, ম্যাসেঞ্জার, ইমো, ইন্সটাগ্রাম, টিকটক,ইউটিউব,হোয়াটসঅ্যাপ ব্যাবহার করতে পারবেন।… See more",DP
Data package temporary bhabe Deactivate korte kindly nicher process gulo follow korun:-… See more,DP
রবি বন্ধ সিমের অফার কি?,DP
সীম কার্ড উঠাতে কত টাকা লাগে? সাথে কী কী নিয়ে যেতে হয়?,PR
আমি আজকে সকাল ১১ টা দিক এমবি অন্ড মিনিট নিছি কিন্তু আমার টাকা কাটে নিয়ে গেছে আর শুধু ১ জিবি ২০ মিনিট দেওয়া হয়েছে,DP
"দেখতে পাচ্ছি, ২২ টাকা রিচার্জে আমাদের কোন রেগুলার অফার নেই। … See more",DP
রবি থেকে কী এয়ারটেল সিমে আসা জাই না কী,PR
Robi এখন ডেলিভারি আসার পরে আমি যদি সিমটা না নেই তাহলে কি এই ৯০ দিন পর্যন্ত আমার আগের সিম চলবে?,PR
আমাদের পক্ষ থেকে কোন স্পেসিফিক নাম্বারে কল করার সুযোগ নেই।এই সীমাবদ্ধতার জন্য আন্তরিক ভাবে দুঃখ প্রকাশ করছি।… See more,AV
মিনিট চেক করে কত ডায়াল এ,PR
৯৯ টাকা রিচার্জ এ পাবেন ১৫০ মিনিট মেয়াদ ৭দিন ।… See more,PR
*২১২*৯৬৬# এই কোড ডায়াল করে ৩ জিবি ৫০ মিনিট ৬৫ টাকা আসতেছে না কেন...?,DP
হারানো সিম বল্ক করবো কিভাবে,PR
"নেটওয়ার্ক খুজতে বাইরে যেতে হয়,ইন্ডেরে 2G হয়ে থাকে।",CNI
Robi ami ey offer ti kinte cay..ekhon ey offer mb deya ki sudhu binge app use korar jonno naki sokol prokar internet browse korar jonno,CNI
রবি সেবা কেন্দ্র শুক্রবার খোলা থাকে।,DP
ভাই রবি ফ্যামিলিপ্যাক থেকে ১০০০ মিনিট নিয়ে ছিলাম এখনো ৪৭৩ আছে কিন্তু এখন আর কথা বলা যাচ্ছে না কেন???,PR
"এই ১০ টাকা কেন কাটি নিছে? আমিতো কিছু বুঝলাম না,,,,টাকা রিচার্জ করার পরের দিন কাটি নিয়ে গেছে,,,,কেন?",PR
এইটা আমাদের নম্বরভিত্তিক অফার। আপনি যেদিন এসএমএস পাবেন সেদিনই উপভোগ করতে হবে।,DP
"রবি অফিসে ডাইরেক্ট কি ভাবে কথা বলতে পারব,,,যেন কোন কিছু চাপতে না হয়",DP
এই একজিবি ব্যবহারবকরা যাবে না?,DP
ভাইয়া আমি যদি কাউকে কল দেই! কল দেয়ার সাথে সাথে Call Ended লেখা উঠে কেটে যায়! ফোনে টাকা আছ্ব! আবার নেট ও চালানো যায়! এখন কি করা যায়? মুল ব্যালেন্স / মিনিট দিয়ে কথা বলা যায় নাহ! বা অন্য কেউ আবার কল দিলে আমার নাম্বারে! তাইলে কথা বলা যায়,CNI
রবি সেবা শুক্রবার খোলা থাকে?,DP
আমার ১টা রবি সিম ৬ মাসের মতো বন্ধ ছিল। এখন অন করে দেখে সিমে নেটওয়ার্ক পায় না। সিম শো করতেছে কিন্তু নেট পাচ্ছে না।,CNI
আপনি কি Recycle Sim বিষয়ে জানতে চাচ্ছেন? … See more,PR
গাইবান্ধা জেলার সাঘাটা থানার অন্তর্গত বোনারপাড়া ইউনিয়ন এ রবির নেটওয়ার্ক এর অনেক সমস্য হচ্ছে সকাল থেকে। দয়া করে সমস্যাটা সমাধান করবেন দ্রুত,CNI
